DHFL,IGL,PNB,TATAPOWER,VOLTAS,mov_avg_14,mov_std_14,Upper,Lower,Daily_Average_DHFL
167.4,310.6,94.35,72.6,609.25,146.87857142857143,11.469872145442093,169.81831571945563,123.93882713768724,163.41666666666666
167.65,311.1,93.35,70.9,610.2,149.02500000000003,12.375887691542307,173.77677538308464,124.27322461691543,168.41666666666666
172.65,307.35,92.7,72.7,617.05,151.80357142857147,13.03203839485972,177.86764821829092,125.73949463885204,170.11666666666667
167.05,312.7,93.35,73.25,620.45,154.4321428571429,12.02244067026964,178.4770241976822,130.38726151660362,168.8166666666667
167.2,321.8,93.85,71.35,621.75,156.71071428571432,11.105441815250414,178.92159791621515,134.4998306552135,167.78333333333333
171.0,322.55,92.8,71.45,623.85,159.17142857142858,10.062338661587795,179.29610589460418,139.04675124825297,171.21666666666667
157.1,327.2,90.05,70.55,614.85,159.71428571428572,9.698878376290063,179.11204246686586,140.3165289617056,161.88333333333333
140.05,314.15,86.65,69.2,611.9,158.9857142857143,10.786626844437686,180.55896797458968,137.4124605968389,143.9
140.15,313.1,87.2,68.25,622.25,158.3464285714286,11.648381602431678,181.64319177629196,135.04966536656522,141.68333333333337
144.75,308.45,88.35,67.8,616.9,158.32857142857145,11.670586207102335,181.6697438427761,134.9873990143668,144.01666666666668
144.6,309.5,86.75,67.7,615.65,158.08571428571432,11.934443182057507,181.95460064982933,134.2168279215993,146.21666666666667
143.25,310.05,88.15,67.9,609.0,157.68214285714288,12.357006843556125,182.39615654425512,132.96812917003064,144.25
135.15,312.8,84.9,67.8,602.7,155.65714285714287,13.59152531687981,182.8401934909025,128.47409222338325,135.83333333333334
133.9,309.2,86.1,66.6,600.9,153.70714285714288,14.652117950637184,183.01137875841727,124.40290695586852,135.58333333333334
141.3,308.5,87.15,66.95,603.5,151.84285714285718,14.434691879986676,180.71224090283053,122.97347338288384,138.43333333333334
132.95,306.9,86.25,65.85,606.05,149.36428571428573,14.490718894028584,178.3457235023429,120.38284792622856,134.89999999999998
116.6,308.95,83.95,64.35,601.45,145.3607142857143,15.28354039948464,175.92779508468357,114.79363348674502,122.31666666666666
116.3,311.15,83.95,64.5,576.65,141.73571428571432,15.754748106901271,173.24521049951687,110.22621807191177,115.63333333333333
116.0,315.75,84.25,64.4,574.1,138.07857142857145,15.32571637534125,168.73000417925394,107.42713867788895,117.06666666666666
116.4,311.5,86.25,63.8,580.05,134.17857142857142,13.087306155867305,160.35318374030604,108.00395911683681,116.96666666666665
110.95,296.2,79.8,62.6,572.2,130.88214285714287,12.675394200248258,156.2329312576394,105.53135445664635,112.35000000000001
